id,name,url,length,description,directions,city,region,country,lat,lon,difficulty,features,rating,thumbnail
288871,Red Rocks / Dakota Ridge,https://www.singletracks.com/bike-trails/red-rocks-dakota-ridge/,6.0,"From the parking lot, cross CO 26, and ascend the jeep road that you will see on the east. Follow for 3 miles. This section of trail is called Dakota Ridge. A couple of tough climbs, but mostly just riding the ridge. Lot's of slick rock. (pretty technical) You can see Denver to the left, and Red Rocks Park to the right. After descending down from the ridge, you will cross a small road over to the Red Rocks Trail which is also 3 miles. Red Rocks trail is totally different from the Dakota ridge....much greener and smoother. It's mostly a single track dirt trail. A couple of climbs, but not bad at all. This is not nearly as technical, and the scenery is amazing. You will be riding through towering red rocks and beautiful shrubbery. This trail loops back up to the parking area. So you have a 6 mile loop with slick rock, desert, sand, red rock, single track, beautiful scenery, and skill levels for everyone. (less skilled or in shape riders might want to do just the red rock side, which is still great fun!!)","Take I-70 west out of Denver. Go past the 470 exit, and take the very next exit for Morrison. At the end of the exit, take a left (south) onto Colorado Hwy 26 at the light. Go under the I-70 overpass, and the park will be on your right 100 yards later. Trailhead is on SE side of the lot.",Denver,Colorado,United States,39.69448,-105.20493,Advanced,Night riding allowed,4.27,https://images.singletracks.com/blog/wp-content/uploads/2013/10/hogback0ct2013-4-0-orig-0-orig.jpg
287432,Bear Creek Lake Park,https://www.singletracks.com/bike-trails/bear-creek-lake-park/,10.0,"This is a good trail system to ride when the foothills and mountains are covered in snow.  Located just to the south of Green Mountain, it provides a close-in alternative for riders to get some exercise in the winter months.  I rode it in late December and was practically the only person in the entire park.  The trails are generally singletrack, although a few are shared with horses (with associated issues).  There is one minor hill climb but many ups and downs throughout the park.  There are a variety of trail options and directions, but given the size of the park, it is impossible to get lost here.  Ridden at high speeds and high energy, you can still get a good workout on this system.  Most of the trails are well kept and the ones I hit were very low on the technical scale.  Probably similar to the trail that goes around the western base of Green Mountain.  Nonetheless, it made for a nice change.  I believe the park also hosts a MTB race - which is what got me curious enough to check it out.","The easiest way to get there with a bike is to park at the Morrison Exit of C-470 (there is a small lot on the NW corner of Morrison Rd. and C-470). From here you can connect to the bike path that goes under C-470 and immediately you enter Bear Creek Lake park.  Otherwise, you can park inside the park, but there is a fee to do so.",Lakewood,Colorado,United States,39.65155,-105.17461,Beginner,"Drinking water, Fat biking allowed in winter, Restrooms",3.61,https://images.singletracks.com/blog/wp-content/uploads/2017/04/20170410_1720282-orig-scaled.jpg
284809,North Table Mountain,https://www.singletracks.com/bike-trails/north-table-mountain/,10.0,"This trail alternates between doubletrack and singletrack as the figure 8 loops up and around the Table Mountain mesa. Signage is a work in progress as of June 2010 so grab a map at the trailhead kiosk. From the road this grassy mesa looks fairly tame but there are some steep, rocky sections that will challenge even experienced riders. There's even a hidden waterfall near the top of the Mesa Top Trail.","From Golden, take CO-93 north toward Boulder. Parking area is just outside Golden on the right side of Hwy 93 and is well marked.",Golden,Colorado,United States,39.78200,-105.22969,Intermediate,Night riding allowed,3.44,https://images.singletracks.com/blog/wp-content/uploads/2013/12/NTM-Fat-Dec-10-0-orig.jpg
288896,Apex Park,https://www.singletracks.com/bike-trails/apex-park/,8,"From the Heritage Square parking lot, take Apex trail west into Apex gulch. Take a right onto the first trail that branches off about a mile up. This is the Pick n' Sledgetrail. Follow this for 0.9 miles until it branches with the Grubstakeloop. Take a right onto Grubstake and follow it as it winds around the mountain and you start going south again. When you see the Sluiceboxtrail, take it down to Apex trail. Once back on Apex, take a right and go up the gulch. Once you get to the Enchanted forest trailhead, you have 2 options. This point is the bottom of a loop, so you can either keep going up Apex and descend the Enchanted Forest, or do it in reverse. Either way there are steep uphills and fun downhills. Once you finish the loop, get back on Apex and descend to the parking lot.","From the I-25 and 6th Ave. intersection in Denver, go west on 6th. As you get close to the foothills, you will drive under I-70.After the underpass, take your first left at the stoplight.You will be turning onto Hwy. 40. Drive on 40 for about a mile. Pull into the Heritage Square parking lot on your right, and park on the north side next to the trailhead.",Golden,Colorado,United States,39.71646,-105.20924,Advanced,Night riding allowed,4.2,https://images.singletracks.com/blog/wp-content/uploads/2015/11/20151127_101801-orig-scaled.jpg
275171,High Line Canal,https://www.singletracks.com/bike-trails/high-line-canal/,70.0,Old horseback trail that extends 70 miles between Chatfield Reservoir and Airport Rd in Aurora.,Chatfield Reservoir,Greenwood Village,Colorado,United States,39.57071,-104.95533,Easiest,Night riding allowed,2.0,
287204,Matthews Winters,https://www.singletracks.com/bike-trails/matthews-winters/,6.0,"Matthews/Winters is a good starting point for more than one trail.  From the parking lot, go down the trail and over the bridge.  Just after the bridge is the Villiage Walk loop, a short 1mi beginner loop that can be ridden in either direction.  If you go straight (counter clockwise) in about .3mi you will come to the Red Rocks trail on the right, at this point you can either continue straight ahead to finish the Villiage Walk loop or head onto the Red Rocks trail.  If you take the Village Walk loop back to the parking lot you can continue on to the Dakota Ridge trail by riding across Hwy 26 and up the hill on the other side.  If you take the Red Rocks trail, at about 1mi you will come to the Morrison Slide trail alternate on the right.  Morrison Slide is an alternate that reconnects with the Red Rocks trail in 1.2mi.  You have a choice to continue straight on the Red Rocks trail and stick with less climbing or turn onto the Morrison Slide trail and go up several switchbacks to the ""tabletop"", the views here are great but there are some very rocky switchbacks on the downhill side awaiting you.  At the bottom of the switchbacks the Morrison Slide trail re-connects with the Red Rocks trail at which point you can turn right and coninue on to the Ampitheatre and Dakota Ridge trail or turn left and take the Red Rocks trail back to the Villiage Walk trail and on to the parking lot.  If you decided to pass the first Morrison Slide cutoff and continue straight on the Red Rocks trail for .8mi you can return by turning right onto the Morrison Slide trail and following it back in the reverse direction.","Take I-70 west out of Denver. Go past the 470 exit, and take the very next exit for Morrison. At the end of the exit, take a left (south) onto Colorado Hwy 26 at the light. Go under the I-70 overpass, and the park will be on your right 100 yards later. Trailhead is on SE side of the lot.",Morrison,Colorado,United States,39.69466,-105.20439,Intermediate,,3.8,https://images.singletracks.com/blog/wp-content/uploads/2012/12/Photo-Effects-jpeg-0-orig.jpg
275917,5-Parks,https://www.singletracks.com/bike-trails/5-parks/,20.0,Link up of several parks above Morrison.,Start at Morrison exit of C-470 and ride to Mt Falcon.  Go up and over the top and drop into Indian Hills to pick up Lair of the Bear.  Take a right from the road leaving LotB and ride thru Little Park.  Take the hwy back to your car or stop in Morrison for a refreshing beverage.,Morrison,Colorado,United States,39.65367,-105.18308,Intermediate,Restrooms,4.0,https://images.singletracks.com/blog/wp-content/uploads/2016/10/Capture-orig.jpg
286334,Colorado Hills Trail,https://www.singletracks.com/bike-trails/colorado-hills-trail/,6.0,"From trailhead head west, climbing a false flat.  After a quick downhill you'll see a small reservoir.  Head through the narrow gate and make a loop around the lake, then head back.  There is also a short trail from the lake heading west to Indiana St., and a small loop around a tiny lake near the trailhead.  This trail is mostly doubletrack or road comprised of either small rocks or smooth singletrack.  It's nothing special, but makes for a decent afterwork ride, or a nice place to bring a beginner.","Church Ranch Road west to Simms, head north on Simms to 105th.   Trailhead is on left at 105th and Simms.",Westminster,Colorado,United States,39.88815,-105.12908,Beginner,Night riding allowed,2.2,https://images.singletracks.com/blog/wp-content/uploads/2007/08/2260-1188362943-orig.jpg
287732,Mount Falcon Park,https://www.singletracks.com/bike-trails/mount-falcon-park/,9.0,"The ride is actually a 'lollipop' configuration with an out and back attached to a loop at the 
top.  Ride up the Castle trail where you'll climb about 1800 feet in 3.5 miles.  Once you get 
to the restrooms, turn left onto the Parmalee trail.  Here you'll drop about 400 feet down 
some nice singletrack.  The trail will then climb back up to an intersection with the Meadow 
Trail.  Take a right on the Meadow trail.  The trail will come back to the Castle trail.  Take a 
right for a fast ride back to your car.  Most of the trail is wide singletrack but watch for other 
trail users - this trail is pretty popular.","From Denver, take the the Morrison Rd./CO 8 exit from CO 470.  Head west into town (Main 
Street), take a left to stay on CO 8.  Go about 1.5 miles and turn right onto Forest Ave.  
Follow the signs to the parking area for Mount Falcon Park.  ",Morrison,Colorado,United States,39.64688,-105.19604,Intermediate,,4.19,https://images.singletracks.com/blog/wp-content/uploads/2012/10/pugsley-mt-falcon-0-orig.jpg
285275,Practice Loop,https://www.singletracks.com/bike-trails/practice-loop/,0.0, I would only go here if you live with in biking distance otherwise it's not worth it. ,"On C-470 take the Ken Carl exit and continue on Ken Carl Until Garrison make a right and make a left on <br />
Fairview Ave (the first left after the car wash) and you'll see a Field on the left side of the road. ",Jefferson County ,Colorado,United States,39.57714,-105.09865,,,0.0,
287569,Chimney Gulch,https://www.singletracks.com/bike-trails/chimney-gulch/,10.0,"The first mile of this trail is the hardest.  There are steep, pea-gravel switchbacks that will probably force all but the best riders off their rigs.  This is mostly over when you cross the road the first time.  The trail then becomes a relatively nice climb up the canyon (similar in feel to Apex Park next door).  After another mile and a half, you will cross the road again, but just continue across and keep heading uphill.   This next section is very pleasant and is under the cover of trees for those hot days.  It is all fairly steep though, so dig deep to push on to the summit which is about a mile past the road.   When you hit the picnic table you can look around and take some pictures as you will have a great view all around you.  However, before you go back down...ride uphill onto the pavement and look for a small trail that is on the other side of the road and heads off between the road and a large fence.  I recommend jumping on that singletrack and following it for a mile or so as it is fast, fairly level, and great fun.  When you reach the end you will be at an intersection with Lookout Mtn Rd again, and this is where you can catch the descent into Apex park and loop at the bottom back to the Chimney Gulch parking lot.  However, for this description, we turned around here and did our trail in reverse, making for a long, fast descent back to the car.  <br>If you are feeling a bit lazy, you can catch Lookout Mtn Rd and blaze down the pavement to save time!",This trail starts just below Lookout Mtn in Golden.  The easiest way to get there is to take Hwy 6 North from I-70 for about 2 miles.  Just before you reach the Hwy 58 intersection you will notice a small dirt pullout on the left side.  Jeffco Open space has a great map of this park/trail.  The park is called Windy Saddle.,Golden,Colorado,United States,39.74272,-105.23472,Advanced,Night riding allowed,3.94,https://images.singletracks.com/blog/wp-content/uploads/2014/12/G1492962-orig-scaled.jpg
285274,Dirt Jumps,https://www.singletracks.com/bike-trails/dirt-jumps/,0.0,"these jumps are under the first set of tress you'll see. There are some good jumps in there i wouldn't make <br />
<br /><br />
the trip if you live farther then 5 miles. ",Take C-470 to Wadsworth go north take a left on Chatfeild then take a right on S dover St ,Littleton,Colorado,United States,39.56540,-105.09478,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2009/07/1151881435-orig.jpg
285985,Plum Creek Park,https://www.singletracks.com/bike-trails/unknown-highlands-ranch/,0.0,This is the shortest single track ever but it is a good trail for beginners and practice for the big stuff. It is a little sandy and slightly downhill. There ar5e a few small turns but that is it.,"This is only for people who live right by it. If you start at Coyote Creek Elementary, go down Westridge village to Hyacinth St. (right), then take the third right into a cul-de-sac. At the end of the cul-de-sac there is a trail. Take it to a T then go right. At the end of the trail, turn right and that will take you right to Plum Valley park.",Highlands Ranch,Colorado,United States,39.52253,-105.01268,Beginner,,2.0,https://images.singletracks.com/blog/wp-content/uploads/2008/06/2617-1212783231-orig.jpg
284659,Ken Caryl Valley,https://www.singletracks.com/bike-trails/ken-caryl-valley/,11.0,Single Track linked togather with a couple short road segments,West of Denver in the foothills near the Ken Caryl Valley Housing area.  Drive west of Denver on C470.  Exit on Ken Caryl Drive and drive into the valley.  Park just west of the first stoplight and start on the trail head for Kathy Johnson trail.,Littleton,Colorado,United States,39.57567,-105.14829,Intermediate,,3.17,https://images.singletracks.com/blog/wp-content/uploads/2011/09/2011-07-02-09-53-41-0-orig.jpg
288890,Deer Creek Canyon,https://www.singletracks.com/bike-trails/deer-creek-canyon/,8.0,"The main trail follows a small river, up to the top.  However, there are a lot of cutoff trails, and it's hard to get them all in on one day.  Downhill is kind of rocky, so it's a bit tiring. The trail is very rocky and is difficult to climb, must be very strong mountain biker to make it all the way up without having to walk/cary bike a lot. The trail is washed out and eroded. Have fun!","Go west on W Deer Creek Canyon Rd, which intersects Wadsworth just south of C-470 by Chatfield.  Travel 4 miles to Grizzly Dr and turn left.  Parking lot is on the right about 1/2 mile up this steep road.",Littleton,Colorado,United States,39.54314,-105.15216,Advanced,"Drinking water, Restrooms",4.29,https://images.singletracks.com/blog/wp-content/uploads/2012/11/niner-deer-creek2-1-orig.jpg
284476,Two BrandsTrail,https://www.singletracks.com/bike-trails/two-brands-trail/,5.0,"""The Two-Brands Trail provides a five mile loop experience when visitors access the hard surface connector managed by South Suburban Park and Recreation District.""  Very gentle ascent followed by gentle descent in either direction.  A true singletrack for a low impact ride or the newer rider.  No trees though so head to Flying J for an easy ride through the woods if you want/need trees.","Hildebrand Ranch Park is located south of Deer Creek Canyon Road and west of South Wadsworth Blvd., adjacent to Chatfield State Park. The newly completed trailhead is accessible from Deer Creek Canyon Road approximately 1.3 miles west of Wadsworth Boulevard.  Note that the parking area has a one way traffic flow and that parking is for park visitors only.",Littleton,Colorado,United States,39.55248,-105.11048,Beginner,,3.43,https://images.singletracks.com/blog/wp-content/uploads/2018/07/mobile-1532047749-orig.jpg
604602,JonnyG,https://www.singletracks.com/?post_type=bike-trails&p=604602,10,"Black Bear connects Hildebrand Ranch and Deer Creek Parks via climbs over three separate hog backs and a long many-switchbacked climb up the east side of Plymouth Mountain. The wester terminus of the trail connects with the Plymouth Mountain Trail in Deer Creek Park.

The climb up the east side of the first hog back is steep, technical, and not for beginners. Also, there is no bailout point along the trail. You either complete your ride, or go back the way you came.

The most notable feature on the trail is a section called “The Ledge”, which traverses a cliff face with a rock wall on one side and a 50-foot drop on the other. As impressive as the exposure is, the trail is fully 4 to 5 feet wide at that point.

After riding an easement behind a very expensive neighborhood, the climb up Plymouth Mountain is mostly shaded, and quite challenging due to the elevation gain and the numerous switchbacks.

This section is also home to at least one black Bear, hence the name of the trail.

From the Hildebrand Ranch parking lot, to the Deer Creek Park lot, is about 12 miles. You can ride pavement downhill from Deer Creek to Hildebrand to make a loop ride, or do an out and back for more singletrack mileage.

Please note that the trail is closed from February 1 to July 31 due to nesting/mating season for raptors on Plymouth Mountain.","Take E-470 to Wadsworth. Head south, then take your first right onto West Deer Creek Canyon Road. Follow the road to Hildebrand Ranch Park. Park there, and take the Two Brands Trail to the Black Bear trailhead.",Englewood,Colorado,United States,39.55242,-105.11047,,,0.0,https://images.singletracks.com/blog/wp-content/uploads/2021/10/D8B8083E-48FB-435E-92AC-B747139B1B31-375x250.jpeg
286456,Wildcat Mountain / Monarch,https://www.singletracks.com/bike-trails/monarch-backcountry/,5.0,"All the trails are amazing the terrain changes rapidly from meadows to terrain that looks similar to Porcupine in Moab.

Note: You can only ride this trail if you have a Highlands Ranch Rec. card.","Take Wildcat Reserve and make a right onto McAurther Ranch Parkway, than make another right on To Monarch and than travel for a little over a mile, after a turn in the road there is a very small driveway into a parking lot on the left side enter the lot slowly. You can only ride this trail if you have a Highlands ranch Rec card.",Highlands Ranch,Colorado,United States,39.51439,-104.92011,Beginner,,3.88,https://images.singletracks.com/blog/wp-content/uploads/2016/08/2016-08-14194749-orig-scaled.jpg
284457,East-West Regional Trail,https://www.singletracks.com/bike-trails/east-west-regional-trail/,16.0,"-- ""This is the first leg of the East-West Regional Trail that will connect Chatfield State Park with the Town of Parker. The trail winds through grasslands and oak bluffs including thousand of acres of the Open Space Conservation Area.""        <br />
<br />
-- Moderately Easy; some climbing for short distances; elevation change approximately 200 feet.  Multi-use: hiking, horseback riding, mountain biking; dogs on leash.      <br />
<br />
-- Some sections might be considered singletrack although a bit wide for that title in my opinion.  Some seciont are crushed gravel while others are dirt trails that wind up and down through hills and scrub brush and some trees.","Currently the main access and parking is in Highlands Ranch; trail will eventually extend to Lone Tree and Parker. Take C-470 south to S. University Blvd, right on Wildcat Reserve Pkwy, left on McArthur Ranch Rd. to Griggs Rd. Drive south 2 miles to trailhead on left. Or from Santa Fe take Daniels Park Rd. north 5 miles to Griggs Rd.; trailhead on right.",Highlands Ranch,Colorado,United States,39.50380,-104.94147,Beginner,,3.25,https://images.singletracks.com/blog/wp-content/uploads/2016/05/20160510_134117-orig-scaled.jpg
287573,Lair O' The Bear / Bear Creek Trail,https://www.singletracks.com/bike-trails/lair-o-the-bear-bear-creek-trail/,12.0,Trail starts with a wide smooth trail leading west out of the parking lot along Bear Creek. Continue on this trail for 1.5 miles to the Bear Creek trailhead. Here the trail switches to singletrack with an initial 1.5 mile climb with a few technical sections and switchbacks . Once at the top continue on the singletrack which has some nice downhill and fast rolling sections. A good climb up to the turnaround point at Parmalee Gultch Road return the way you came. It's just as fun going back.,Take I-70 west from Denver to C-470. C-470 east to Morrison Rd. Morrison Rd west for about 7 miles to Lair O' the Bear open space park on the south side of the road.,Morrison,Colorado,United States,39.66781,-105.25742,Intermediate,Night riding allowed,4.27,https://images.singletracks.com/blog/wp-content/uploads/2015/03/mobile-1427765473-orig.jpg
286534,Highlands Point,https://www.singletracks.com/bike-trails/backcountry/,10.0,"The section of trails at Highlands Point can be accessed from Mountain Vista High School or via the East-West Regional trail parking lot on Griggs rd.  Note that all but two of these trails are gated for HR residents only. Trail is accessed by taking the paved bike path in back of Mountain Vista HS until it turns to gravel, then just follow that up the hill. The first trail on the right and ahead are the East-West Regional Trail, open to everyone. Continuing straight up the hill, the first trail on the left is the Metro Districts Big-Dry trail, also open to everyone. You can turn left or continue straight up the gravel path to the top (Highlands Point) and continue on the East-West Regional trail to the Griggs rd. parking lot. The view at the top of Highlands Point is excellent, markers point out Devil's Head Peak, Mt. Evans, Chatfield, etc. The gated trails off to the left and right provide access to approx 7mi of private HR trails. Trail builders built large ""bumps"" every 100ft or so on some sections to prevent erosion.  Overall, a mixture of narrow and wide singletrack, great views, along with intervals of short uphill and downhill sections make this a really fun trail with a roller coaster feel to it.",Take wildcat reserve up to mountain vista highschool and park in the lot that the trail up to the dirt road and climb for 8 minutes and hit the trail,Highlands Ranch,Colorado,United States,39.52118,-104.96415,Beginner,,3.38,https://images.singletracks.com/blog/wp-content/uploads/2020/04/mobile-1586377848-orig.jpg
286885,South Valley Park,https://www.singletracks.com/bike-trails/south-valley-park/,6.0,"South Valley Park is a 909 acre park with approximately 6.8 miles of natural surface trails and 1.2 miles of hard surface trails.  Nestled between striking red stone Fountain/Lyon geological formations, South Valley Park provides visitors with stunning landscapes and a momentary retreat from the neighboring urban tempo.<br />
<br />
This is an excellent place for beginners.  Wide, flat trails with great scenery.  Or..  Deer Creek Valley is right next door, so you can also hit South Valley Park after you make your way down Plymouth Creek from Deer Creek if you wish to add 30-40 more minutes of easy riding with great landscapes.<br />
<br />
","From the metro area, travel west on C-470 and exit southbound on Ken Caryl Avenue. Turn left onto South Valley Road to the park's north parking area. Alternately, from South Platte Canyon Road (S. Wadsworth and C-470) take Deer Creek Canyon Road west to the smaller, south parking area.",Littleton,Colorado,United States,39.55119,-105.13932,Beginner,Night riding allowed,3.05,https://images.singletracks.com/blog/wp-content/uploads/2006/05/1688-1209328021-orig.jpg
284458,Highlands Ranch Point & Wildcat Trail System,https://www.singletracks.com/?post_type=bike-trails&p=284458,15.0,"This is a Highlands Ranch Community Association managed trail system.  It is open to everyone if you ride with someone from that HOA.  There is an easement that allows you to ride a 10 mile route to the EAST West Trail; but the rest is a figure 8 or network system.  It is an easy trail with a few steep switch backs; but overall a clean trail well marked.  The wildcat section has a small boulder section, but overall it is not very technical.   ","A good Starting point is Mountain Vista High School: 10585 Mountain Vista Rdg, Highlands Ranch, CO.  Just drive into the parking lot and park at the south end.  You ride up a paved trail 300 yards and veer left for 100 yards. There will be a gravel road that leads up to the right for about a quarter mile to the trail head. There is a map at the trail head.",Highlands Ranch,Colorado,United States,39.51947,-104.96424,Beginner,,4.0,
285454,Bluffs Regional Park Trail,https://www.singletracks.com/bike-trails/bluffs-regional-park-trail/,4.0,"This is a multi-use trail made of crushed gravel. There are no technical features at all, but it is good for a lunchtime lap or for a couple of laps after work. It's also good for taking small kids riding on to get them onto a dirt trail that won't freak them out.
As a loop it's about 2.7 miles, 3.9 if you ride out to each of the two overlooks, and it can be ridden in either direction.

Official Douglas County trail map is here:
http://www.douglas.co.us/dcoutdoors/documents/bluffs-regional-park-and-trail-information-and-map.pdf","From I-25 take Lincoln Ave east about one block to Ridgegate Parkway, take that south about 1/2 mile to the trailhead",Lone Tree,Colorado,United States,39.52848,-104.88670,Easiest,,2.75,https://images.singletracks.com/blog/wp-content/uploads/2016/06/DSC_0941-orig-scaled.jpg
285453,Bluffs Regional Park Trail,https://www.singletracks.com/?post_type=bike-trails&p=285453,4.0,"This is a multi-use trail made of crushed gravel. There are no technical features at all, but it is good for a lunchtime lap or for a couple of laps after work. It's also good for taking small kids riding on to get them onto a dirt trail that won't freak them out.
As a loop it's about 2.7 miles, 3.9 if you ride out to each of the two overlooks, and it can be ridden in either direction.

Official Douglas County trail map is here:
http://www.douglas.co.us/openspace/documents/bluffstrailmap.jpg","From I-25 take Lincoln Ave west about one block to Ridgegate Parkway, take that south about 1/2 mile to the trailhead",Lone Tree,Colorado,United States,39.52858,-104.88611,Beginner,,0.0,
